,ID,Country of Origin,COO MCA,Norm COO MCA,Altitude,Grading Date,Variety,Variety MCA,Norm Variety MCA,Processing Method,PM MCA,Norm PM MCA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Color MCA,Norm Color MCA,Category Two Defects,Expiration
111,111,Taiwan,0.088575404,0.110403428,250-300,"January 6th, 2023",Typica,-0.055630776,0.166788006,Pulped natural / honey,0.254806228,0.188657286,7.58,7.75,7.58,7.75,7.58,7.67,10,10,10,7.67,0,83.58,9.1,0,0,green,-0.087578899,0.244254406,0,"January 6th, 2024"
112,112,Guatemala,-0.116351185,0.081299434,1600,"May 19th, 2022",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.58,7.83,7.58,7.67,7.58,7.58,10,10,10,7.75,0,83.58,10.9,0,2,green,-0.087578899,0.244254406,4,"May 19th, 2023"
113,113,Honduras,-0.062636942,0.088928015,1400,"August 17th, 2022",SHG,-0.276591204,0.151222059,Washed / Wet,-0.086084584,0.164642633,7.75,7.67,7.58,7.58,7.58,7.67,10,10,10,7.67,0,83.5,11.2,0,1,green,-0.087578899,0.244254406,5,"August 17th, 2023"
114,114,Colombia,-0.609228788,0.011300189,1700,"January 18th, 2023",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.75,7.75,7.5,7.58,7.83,7.5,10,10,10,7.58,0,83.5,12.2,0,0,bluish-green,0.479854331,0.4873406,2,"January 18th, 2024"
115,115,Thailand,0.381786564,0.152045734,1200 - 1580,"July 14th, 2022",Bourbon,-0.116081184,0.16252947,Washed / Wet,-0.086084584,0.164642633,7.42,7.83,7.58,7.67,7.67,7.75,10,10,10,7.58,0,83.5,13.1,0,0,green,-0.087578899,0.244254406,0,"July 14th, 2023"
116,116,Ethiopia,-0.619481386,0.009844099,1700,"November 30th, 2022",Ethiopian Heirlooms,-0.623248379,0.126801184,Washed / Wet,-0.086084584,0.164642633,7.42,7.42,7.42,8,7.92,7.67,10,10,10,7.67,0,83.5,10.4,0,1,greenish,-0.401085207,0.109949521,11,"November 30th, 2023"
117,117,Thailand,0.381786564,0.152045734,1450,"June 16th, 2022",Java,1.170974179,0.253198352,Washed / Wet,-0.086084584,0.164642633,7.67,7.67,7.5,7.67,7.58,7.67,10,10,10,7.67,0,83.42,11.6,0,2,green,-0.087578899,0.244254406,0,"June 16th, 2023"
118,118,Uganda,0.692797801,0.196216034,1400 - 1900,"July 7th, 2022",SL14,0.692797801,0.219512375,Washed / Wet,-0.086084584,0.164642633,7.75,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,0,83.42,10.1,0,0,green,-0.087578899,0.244254406,3,"July 7th, 2023"
119,119,Taiwan,0.088575404,0.110403428,1100,"November 15th, 2022",Typica + SL34,1.322913849,0.26390201,Washed / Wet,-0.086084584,0.164642633,7.75,7.92,7.67,7.92,7.75,7.83,8.67,10,10,7.92,0,83.42,10.1,0,0,blue-green,1.676549112,1,0,"November 15th, 2023"
120,120,Uganda,0.692797801,0.196216034,1905,"September 1st, 2022",SL14,0.692797801,0.219512375,Washed / Wet,-0.086084584,0.164642633,7.75,7.67,7.58,7.5,7.67,7.5,10,10,10,7.67,0,83.33,11.1,0,0,green,-0.087578899,0.244254406,5,"September 1st, 2023"
121,121,Taiwan,0.088575404,0.110403428,200-300,"January 6th, 2023",Typica,-0.055630776,0.166788006,Pulped natural / honey,0.254806228,0.188657286,7.58,7.67,7.5,7.75,7.5,7.58,10,10,10,7.75,0,83.33,9.7,0,0,greenish,-0.401085207,0.109949521,0,"January 6th, 2024"
122,122,Guatemala,-0.116351185,0.081299434,1280-1325,"December 30th, 2022","MARSELLESA, CATUAI, CATURRA & MARSELLESA, ANACAFE 14, CATUAI",-0.173160767,0.158508399,Washed / Wet,-0.086084584,0.164642633,7.5,7.75,7.58,7.75,7.67,7.58,10,10,10,7.5,0,83.33,11.4,0,0,green,-0.087578899,0.244254406,0,"December 30th, 2023"
123,123,Taiwan,0.088575404,0.110403428,300,"January 6th, 2023",Typica,-0.055630776,0.166788006,Washed / Wet,-0.086084584,0.164642633,7.58,7.67,7.58,7.75,7.42,7.58,10,10,10,7.75,0,83.33,9.6,0,0,green,-0.087578899,0.244254406,1,"January 6th, 2024"
124,124,Colombia,-0.609228788,0.011300189,1100,"September 30th, 2022",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.67,7.67,7.42,7.75,7.5,7.75,10,10,10,7.58,0,83.33,13.5,0,0,greenish,-0.401085207,0.109949521,0,"September 30th, 2023"
125,125,Costa Rica,-0.231922843,0.064885767,1850,"April 19th, 2023",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.58,7.75,7.42,7.67,7.5,7.75,10,10,10,7.67,0,83.33,0,0,0,green,-0.087578899,0.244254406,3,"April 18th, 2024"
126,126,Taiwan,0.088575404,0.110403428,750,"November 15th, 2022",SL34,0.133054108,0.180080245,Washed / Wet,-0.086084584,0.164642633,7.75,7.83,7.58,7.58,7.58,7.5,10,10,10,7.5,0,83.33,10.7,0,0,blue-green,1.676549112,1,1,"November 15th, 2023"
127,127,Thailand,0.381786564,0.152045734,1300-1500,"July 14th, 2022",Typica,-0.055630776,0.166788006,Washed / Wet,-0.086084584,0.164642633,7.92,7.92,7.75,7.33,7.58,7.5,10,10,10,7.33,0,83.33,12.3,0,0,yellow-green,-0.397042519,0.111681392,16,"July 14th, 2023"
128,128,"Tanzania, United Republic Of",-0.38372521,0.043326558,1400-1700,"January 3rd, 2023",Bourbon,-0.116081184,0.16252947,Washed / Wet,-0.086084584,0.164642633,7.92,7.67,7.42,7.5,7.67,7.58,10,10,10,7.5,0,83.25,10.4,0,0,greenish,-0.401085207,0.109949521,8,"January 3rd, 2024"
129,129,Brazil,-0.463411937,0.032009325,950,"February 13th, 2023",Mundo Novo,-0.5361984,0.132933573,Natural / Dry,-0.138185131,0.160972318,7.58,7.5,7.5,7.83,7.67,7.5,10,10,10,7.67,0,83.25,11.6,0,0,green,-0.087578899,0.244254406,4,"February 13th, 2024"
130,130,Taiwan,0.088575404,0.110403428,1100-1200,"January 6th, 2023",unknown,0.164925101,0.182325453,Washed / Wet,-0.086084584,0.164642633,7.75,7.75,7.58,7.67,7.42,7.5,10,10,10,7.58,0,83.25,9.6,0,0,green,-0.087578899,0.244254406,1,"January 6th, 2024"
131,131,Colombia,-0.609228788,0.011300189,1390,"April 7th, 2023","Red Bourbon,Caturra",-2.423205987,9.50E-10,Anaerobico 1000h,-2.423205987,3.44E-11,7.67,7.67,7.58,7.67,7.58,7.58,10,10,10,7.5,0,83.25,10.9,0,0,brownish,-0.284013478,0.160102595,2,"April 6th, 2024"
132,132,Honduras,-0.062636942,0.088928015,1600,"November 15th, 2022",Lempira,0.252802397,0.188516124,Washed / Wet,-0.086084584,0.164642633,7.67,7.75,7.67,7.58,7.5,7.58,10,10,10,7.5,0,83.25,10.5,0,0,bluish-green,0.479854331,0.4873406,3,"November 15th, 2023"
133,133,Honduras,-0.062636942,0.088928015,1400,"August 17th, 2022",Catuai,-0.078764482,0.165158311,Washed / Wet,-0.086084584,0.164642633,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,0,83.25,11.3,0,1,green,-0.087578899,0.244254406,5,"August 17th, 2023"
134,134,Taiwan,0.088575404,0.110403428,200-300,"January 6th, 2023",Typica,-0.055630776,0.166788006,Natural / Dry,-0.138185131,0.160972318,7.75,7.75,7.5,7.75,7.5,7.42,10,10,10,7.5,0,83.17,9.7,0,0,greenish,-0.401085207,0.109949521,2,"January 6th, 2024"
135,135,Taiwan,0.088575404,0.110403428,340,"January 6th, 2023",unknown,0.164925101,0.182325453,Washed / Wet,-0.086084584,0.164642633,7.67,7.67,7.5,7.58,7.58,7.5,10,10,10,7.67,0,83.17,11.8,0,0,blue-green,1.676549112,1,0,"January 6th, 2024"
136,136,Laos,1.238043939,0.273652741,1200 - 1300,"December 30th, 2022",Catimor,0.895600323,0.233799156,Natural / Dry,-0.138185131,0.160972318,7.67,7.75,7.33,7.67,7.58,7.5,10,10,10,7.58,0,83.08,11.8,0,0,brownish,-0.284013478,0.160102595,7,"December 30th, 2023"
137,137,Honduras,-0.062636942,0.088928015,1368,"May 23rd, 2022",Catuai,-0.078764482,0.165158311,Washed / Wet,-0.086084584,0.164642633,7.67,7.67,7.5,7.58,7.58,7.5,10,10,10,7.58,0,83.08,10.6,0,2,green,-0.087578899,0.244254406,7,"May 23rd, 2023"
138,138,Honduras,-0.062636942,0.088928015,1450,"April 25th, 2023",Catuai,-0.078764482,0.165158311,Washed / Wet,-0.086084584,0.164642633,7.75,7.58,7.58,7.58,7.58,7.5,10,10,10,7.5,0,83.08,9.6,0,0,green,-0.087578899,0.244254406,2,"April 24th, 2024"
139,139,Colombia,-0.609228788,0.011300189,1650,"January 13th, 2023",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,8,7.67,7.42,7.58,7.58,7.42,10,10,10,7.33,0,83,13.1,0,0,bluish-green,0.479854331,0.4873406,1,"January 13th, 2024"
140,140,Taiwan,0.088575404,0.110403428,250-300,"January 6th, 2023",Typica,-0.055630776,0.166788006,Pulped natural / honey,0.254806228,0.188657286,7.5,7.67,7.58,7.58,7.5,7.5,10,10,10,7.58,0,82.92,8.9,0,0,blue-green,1.676549112,1,0,"January 6th, 2024"
141,141,Mexico,-0.129282997,0.079462838,1350,"August 11th, 2022",Bourbon,-0.116081184,0.16252947,Washed / Wet,-0.086084584,0.164642633,7.75,7.5,7.42,7.67,7.58,7.5,10,10,10,7.5,0,82.92,11.9,2,0,green,-0.087578899,0.244254406,1,"August 11th, 2023"
142,142,Colombia,-0.609228788,0.011300189,1350,"June 16th, 2022",Typica Gesha,-0.477392801,0.137076237,Washed / Wet,-0.086084584,0.164642633,7.58,7.5,7.5,7.67,7.58,7.5,10,10,10,7.58,0,82.92,11.5,0,1,greenish,-0.401085207,0.109949521,3,"June 16th, 2023"
143,143,Taiwan,0.088575404,0.110403428,1200,"October 24th, 2022",Gesha,-0.055903236,0.166768812,,#N/A,#N/A,7.67,7.5,7.42,7.75,7.42,7.58,10,10,10,7.58,0,82.92,10.2,0,0,yellow-green,-0.397042519,0.111681392,0,"October 24th, 2023"
144,144,Honduras,-0.062636942,0.088928015,1280,"April 24th, 2023",Catuai,-0.078764482,0.165158311,Washed / Wet,-0.086084584,0.164642633,7.67,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,0,82.83,10,0,0,green,-0.087578899,0.244254406,4,"April 23rd, 2024"
145,145,Thailand,0.381786564,0.152045734,1300-1500,"July 14th, 2022",Gayo,-0.118583262,0.162353207,Washed / Wet,-0.086084584,0.164642633,7.17,7.92,7.58,7.5,7.58,7.67,10,10,10,7.42,0,82.83,11.8,0,0,yellow-green,-0.397042519,0.111681392,5,"July 14th, 2023"
146,146,Vietnam,0.533654173,0.173614208,900,"June 3rd, 2022",Catimor,0.895600323,0.233799156,Pulped natural / honey,0.254806228,0.188657286,7.58,7.42,7.58,7.5,7.67,7.75,10,10,10,7.33,0,82.83,13.3,0,0,green,-0.087578899,0.244254406,4,"June 3rd, 2023"
147,147,Nicaragua,-0.346576325,0.048602501,1200,"January 30th, 2023",SHG,-0.276591204,0.151222059,Natural / Dry,-0.138185131,0.160972318,7.33,7.58,7.25,7.33,7.75,8.17,10,10,10,7.33,0,82.75,10.5,5,2,green,-0.087578899,0.244254406,1,"January 30th, 2024"
